WorkTimeInSeconds,Answer.Validation.check,Answer.q1-worker-city,Answer.q2-hidden-gem,Answer.q3-google-maps-url,Answer.q4-cultural-site.culture,Answer.q4-entertainment-center.entertainment,Answer.q4-food-place.food,Answer.q4-historical-landmark.historical-landmark,Answer.q4-museum.museum,Answer.q4-natural.nature,Answer.q4-other.other,Answer.q4-specialty-store.store,Answer.q4-waterfront.waterfront,Answer.q5-afternoon.afternoon,Answer.q5-anytime.anytime,Answer.q5-evening.evening,Answer.q5-morning.morning,Answer.q6-Spring.spring,Answer.q6-fall.fall,Answer.q6-other.other,Answer.q6-summer.summer,Answer.q6-winter.winter,Answer.q7-why-visit,Answer.q8-popularity
317,TRUE,Bonita Springs,Audubon Corkscrew Swamp Sanctuary,"https://www.google.com/maps/place/Audubon+Corkscrew+Swamp+Sanctuary-ONLINE+RESERVATIONS+REQUIRED.+NO+WALK-INS/@26.3754893,-81.606338,17z/data=!3m1!4b1!4m5!3m4!1s0x88db0f4d4ade6685:0xd0d231f93e9fcd2!8m2!3d26.3754893!4d-81.6041493",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Beautiful boardwalks that twist and turn in the nature filled swamp. So many wild animals that a chalk board is provided at the end of the trail for all to share which animals were out and about that day.,4
1789,TRUE,Miami,Under The Mango Tree,"737 5th St, Miami Beach, FL 33139",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"This small store and eatery isn't easy to spot, but the veggie melts, açaí bowls, dragon fruit smoothies, and fresh juices aren't easily forgotten. This place is special and full of health and heart.",10
914,TRUE,St Pete Beach,Pass-A-Grille an eclectic part of Americana with roof top dinning overlooking the Gulf of Mexico.,https://www.mapquest.com/us/florida/pass-a-grille-fl-283585520,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"It's an eclectic beach town that still has it's charm, good restaurants and beautiful sunsets over the Gulf of Mexico.",8
173,TRUE,Hampstead,The English Muffin,"https://www.google.com/maps/place/The+English+Muffin/@42.8754365,-71.1841455,17z/data=!3m1!4b1!4m5!3m4!1s0x89e2ff654778553d:0x18c91c4031d414cf!8m2!3d42.8754657!4d-71.181904",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,The food is EXCELLENT! The portions are HUGE! The prices are GREAT! The service is excellent.,8
404,TRUE,Homosassa,Homosassa Springs State Wildlife Park,"https://www.google.com/maps/place/Homosassa+Springs+Wildlife+State+Park/@28.8003825,-82.5850316,16.98z/data=!4m5!3m4!1s0x88e83fcc23e2314d:0xf7fa9234566fd8f3!8m2!3d28.8004219!4d-82.5828642",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,The only place in Florida where you can see the manatee close up without getting into the water!  Love the animal areas and the park is very well maintained. Staff are exceptionally friendly and make you feel like part of the family.,10
103,TRUE,New Port Richey,Robert K. Rees Memorial Park,"https://www.google.com/maps/place/Robert+K+Rees+Memorial+Park/@28.2537806,-82.7570944,15z/data=!4m2!3m1!1s0x0:0xd50994ffc8fc327b?sa=X&ved=2ahUKEwiJ9qC8oLDwAhX8SjABHU9sDXsQ_BIwDnoECDkQBQ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,It has an awesome view of the Gulf of Mexico and you can see some of the best sunsets at this location.,2
157,TRUE,Panama City,Sky Wheel,"https://www.google.com/maps/place/SkyWheel+Panama+City+Beach/@30.218174,-85.872769,15z/data=!4m2!3m1!1s0x0:0xab36fb16fcfac72?sa=X&ved=2ahUKEwjB-9Tg87PwAhUIA6wKHQN_BdkQ_BIwG3oECCkQBQ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,The view that shows you the Panama City Beach at night and lets you see the horizon on the ocean.,8
677,TRUE,Miami,vista view park,https://www.broward.org/Parks/pages/park.aspx?park=41,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,It is nice place to have a picnic have a photoshoot and also to explore and study the history of this beautiful place.,9
133,TRUE,Fleming Island,Moccasin Slough Park,"https://www.google.com/maps/place/Moccasin+Slough+Park/@30.1207803,-81.7027019,17z/data=!3m1!4b1!4m5!3m4!1s0x88e5c57a188a17cd:0x9ac6ff3472a7129a!8m2!3d30.1207803!4d-81.7005132",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,It has beautiful nature trails and your kids can play at the playground,6
320,TRUE,Tampa Bay,Busch Garden,"https://www.google.com/maps/place/Busch+Gardens+Tampa+Bay/@28.0372399,-82.4253248,16z/data=!3m1!4b1!4m5!3m4!1s0x88c2c64f0d381a85:0xa8a5fe0830e10852!8m2!3d28.0372251!4d-82.4194351",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,It is a family entertainment center children will love the animals.,9
108,TRUE,Winter Park,national park,https://maps.google.com/,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"A good editor can help with all of these, and give you the peace of mind to know that ... She's one of the few editors I'd recommend to ANY author, regardless of your ... and nonfiction, please email to discuss your project so we can provide you ... checks factual information, and ensures consistency among character, setting",8
4080,TRUE,Orlando,Pulse Memorial,https://www.google.com/maps?q=google+maps+pulse+orlando&um=1&ie=UTF-8&sa=X&ved=2ahUKEwjJ5If4q7bwAhWPmq0KHSHVDjkQ_AUoAXoECAEQAw,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,It is a recent historical site that is very emotional to viist.,5
264,TRUE,Deerfield Beach,restaurant Oceans 234,https://www.google.com/search?q=restaurant+Oceans+234+map&rlz=1C1CHBD_enUS877US877&sxsrf=ALeKk01syKq-qZB9GUHzG8IDnxTo8w2t3Q%3A1620157020927&ei=XKKRYPekOICUwbkP8puE-Ac&oq=restaurant+Oceans+234+map&gs_lcp=Cgdnd3Mtd2l6EAMyBQghEKABMgUIIRCgAToHCAAQRxCwAzoGCAAQFhAeOggIIRAWEB0QHlC8DVjoPGDAP2gCcAJ4AIABwgGIAb8GkgEDMi40mAEAoAEBqgEHZ3dzLXdpesgBCMABAQ&sclient=gws-wiz&ved=0ahUKEwj3wtmd47DwAhUASjABHfINAX8Q4dUDCA8&uact=5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"the place is facing the sea, the food is excellent and you have a good time with family or friends",5
104,TRUE,Deltona,Google Walter Moryan @ Amazon.com,WalterMoryan@Amazon.com,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,God kept me alive for a reason,7
119,TRUE,Orlando,Harry P. Leu gardens,https://www.google.com/maps/dir//orlando+harry+p.+leu+gardens/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x88e77abc1a981009:0x9696d656a16a6fdc?sa=X&ved=2ahUKEwiQho3CoLDwAhUpRTABHXvTCXsQ9RcwHXoECCwQBQ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,It is a 50 acre botanical garden that is perfect for nature lovers of all kinds,7
397,TRUE,Jacksonville,Mickler Beach,https://goo.gl/maps/DdnA1sY4VN9qLSR39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,The sunrise is very beautiful and its very scenic.,7
92,TRUE,Tampa,Bern's Steakhouse,"https://www.google.com/maps/place/Bern's+Steak+House/@27.9324722,-82.4861872,17.52z/data=!4m5!3m4!1s0x88c2c36776c70529:0xa227de3eb98b5024!8m2!3d27.9316045!4d-82.4829867",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Best food experience ever. You get a tour of the kitchen and insane wine collection. All of the food is super fresh. Staff have been working there for decades.,4
