WorkTimeInSeconds,Answer.Validation.check,Answer.q1-worker-city,Answer.q2-hidden-gem,Answer.q3-google-maps-url,Answer.q4-cultural-site.culture,Answer.q4-entertainment-center.entertainment,Answer.q4-food-place.food,Answer.q4-historical-landmark.historical-landmark,Answer.q4-museum.museum,Answer.q4-natural.nature,Answer.q4-other.other,Answer.q4-specialty-store.store,Answer.q4-waterfront.waterfront,Answer.q5-afternoon.afternoon,Answer.q5-anytime.anytime,Answer.q5-evening.evening,Answer.q5-morning.morning,Answer.q6-Spring.spring,Answer.q6-fall.fall,Answer.q6-other.other,Answer.q6-summer.summer,Answer.q6-winter.winter,Answer.q7-why-visit,Answer.q8-popularity
251,TRUE,Round Rock,Koughan Memorial Water Tower Park,"https://www.google.com/maps/place/Koughan+Memorial+Water+Tower+Park/@30.508854,-97.6796109,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipPiB0g6hN-xXzetB_Yv0i5ExsxYxbX2b2NS_MYf!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipPiB0g6hN-xXzetB_Yv0i5ExsxYxbX2b2NS_MYf%3Dw86-h115-k-no!7i2648!8i3544!4m5!3m4!1s0x8644d194d37f53c1:0x84b947a0b057f6c7!8m2!3d30.508854!4d-97.6796109",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,The center piece of downtown RR. I take my nephew here on Pokemon Go community day as it's a Pokemon Gym. It's a great place to sit and enjoy some RR donuts. Just a nice place to sit on the stone benches under the water tower and watch cars drive by.,6
472,TRUE,Dallas,Winspear Opera House,https://www.google.com/maps?q=WINSPEAR+OPERA+HOUSE&um=1&ie=UTF-8&sa=X&ved=2ahUKEwjF44r25bDwAhWKK80KHaPDDcYQ_AUoAnoECAEQBA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"You can purchase drinks or snacks, including water, coffee, juices, and popcorn. Underground parking available as well as paid parking lots nearby. Lovely place, great selection of venues and excellent service.",5
958,TRUE,Houston,The Waterwall,"https://www.google.com/maps/place/Gerald+D.+Hines+Waterwall+Park/@29.736342,-95.461322,15z/data=!4m2!3m1!1s0x0:0xf43e0b60ae539ac9?sa=X&ved=2ahUKEwiSnK3vl7DwAhXFWc0KHXc2DLkQ_BIwFHoECB4QBQ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,You get to see an awesome view of the waterwall. You can go and shop and hang out and take pictures. It is very cute.,9
199,TRUE,Waco,Casa De Castillo,https://goo.gl/maps/XRoFZFDsVfMmfQxB7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"It has excellent Mexican food and has a traditional, relaxed atmosphere.  It does not follow trends and stays true to it's roots.",5
1300,TRUE,Dallas,Dallas Arboretum and Botanical Garden,"https://maps.google.com/maps/ms?msa=0&msid=207075320854772039830.0004c3d0248f071e8d331&hl=en&ie=UTF8&t=m&ll=32.823607,-96.716616&spn=0.003156,0.00456&z=17&output=embed",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"It taught me to enjoy the nature. I think the biggest benefit of getting outside is to enjoy the diversity and beauty found in the Dallas arboretum and botanical garden natural environments. Personally I feel thankful for the beautiful Dallas arboretum and botanical garden. Strolling through the Dallas arboretum and botanical garden cultivates curiosity and acute observation, which is a life-long pursuit",5
423,TRUE,Dallas,Samurai Collection,"https://www.google.com/maps/place/The+Samurai+Collection/@32.7918595,-96.8087571,17z/data=!3m1!4b1!4m5!3m4!1s0x864e993a65cb3e53:0xdd8dc96375f3a9f3!8m2!3d32.7918595!4d-96.8065684",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"The location is hidden upstairs and very safe place. The staff is amazing, they even look after the pets. The cultural experience is hands down one of the best I have ever experienced.",3
657,TRUE,Texas,Little Gretel Restaurant,"https://www.Little Gretel Restaurant, River Road, Boerne, TX, USA",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Is a restaurant a must visit because they have the best meal of any choice you make and their customer service is top notch,They are very diligent in whatever they are doing with a good welcome greeting from the attendant,They have a conducive environment which you can chill after your meal",5
160,TRUE,Austin,McKinney Falls State Park,"https://www.google.com/maps/place/McKinney+Falls+State+Park/@30.1836487,-97.7221944,15z/data=!4m12!1m6!3m5!1s0x0:0xfb83098f6001c693!2sMcKinney+Falls+State+Park!8m2!3d30.1836487!4d-97.7221944!3m4!1s0x8644b3be3538b38b:0xfb83098f6001c693!8m2!3d30.1836487!4d-97.7221944",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,An overlooked jaunt into nature practically in the midst of the urban core.,5
146,TRUE,El Paso,Chamizal National Memorial,"https://www.google.com/maps/place/Chamizal+National+Memorial+-+Park+Grounds/@31.7671438,-106.4564053,17z/data=!3m1!4b1!4m5!3m4!1s0x86e7597718060a57:0x2b97589386ba4c41!8m2!3d31.7671438!4d-106.4542166",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,It is a beautiful park with very nice hiking trails and a lot of historical interest.,3
685,TRUE,El Paso,Puerto Vallarta Grill,https://www.facebook.com/puertovallartagrill/,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"It is the best seafood in town, and for those that do not like seafood, they offer other delicious platters. I personally love this place along with many El Pasoans.",10
181,TRUE,Texas,Desert Gardens,https://maps.google.com/,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"ookish Treasure: 6 Hidden Gems We Proudly Display on Our Shelves ... of a novel that I happily push on anyone who is looking for book recommendations. It's the perfect heartwarming escape read, and I best describe it as Miss ... For more information please visit our Cookie Policy and our Privacy Policy",6
2106,TRUE,Texas,Mount Bonnell,https://www.google.com/maps,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Mount Bonnell, is the best scenic overlooks in Texas.",7
